@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,474.0,0.0,1.0,11.0,0.0,1.0,12.0,176.0,21.0,3.0,219.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.738461538
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,248.0,1.0,5.0,128.0,36.0,6.0,1.0,89.0,135.0,1.0,348.0,6.0,0.0,0.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.989247312
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,490.0,0.0,1.0,7.0,0.0,1.0,9.0,133.0,13.0,3.0,225.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.942720764
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,227.0,0.0,2.0,2.0,0.0,2.0,3.0,125.0,34.0,0.0,0.0,4.0,0.0,0.0,2.0,530.0,0.0,3.0,0.0,9.0,415.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.739130435
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,213.0,0.0,2.0,4.0,0.0,5.0,3.0,87.0,22.0,0.0,0.0,3.0,0.0,0.0,2.0,416.0,1.0,3.0,0.0,8.0,330.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.429657795
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,256.0,1.0,6.0,156.0,17.0,4.0,3.0,62.0,49.0,1.0,334.0,9.0,0.0,0.0,1.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.689655172
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,253.0,2.0,5.0,150.0,47.0,2.0,4.0,127.0,68.0,1.0,304.0,14.0,1.0,0.0,2.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.136363636
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,363.0,1.0,1.0,14.0,479.0,9.0,6.0,65.0,216.0,3.0,43.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.271676301
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,275.0,0.0,3.0,4.0,0.0,2.0,5.0,75.0,40.0,0.0,0.0,10.0,0.0,0.0,2.0,487.0,0.0,3.0,0.0,6.0,368.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,380.0,1.0,1.0,33.0,459.0,7.0,11.0,59.0,192.0,2.0,54.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.406698565
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,234.0,0.0,2.0,1.0,0.0,4.0,4.0,191.0,93.0,0.0,0.0,15.0,0.0,0.0,2.0,453.0,0.0,3.0,0.0,8.0,338.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.066037736
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,478.0,1.0,1.0,11.0,544.0,8.0,9.0,82.0,229.0,2.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.219435737
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,114.0,1.0,24.0,275.0,92.0,11.0,1.0,379.0,104.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.711316397
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,138.0,2.0,45.0,216.0,84.0,7.0,1.0,305.0,85.0,1.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.030358786
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,150.0,2.0,39.0,264.0,35.0,8.0,1.0,357.0,58.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.644760213
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,192.0,2.0,47.0,267.0,181.0,5.0,1.0,418.0,93.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.58190709
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,225.0,1.0,70.0,217.0,114.0,6.0,1.0,366.0,41.0,1.0,45.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.289473684
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,391.0,2.0,1.0,53.0,471.0,3.0,1.0,36.0,189.0,4.0,20.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.956353055
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,318.0,2.0,4.0,30.0,409.0,1.0,3.0,59.0,163.0,2.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.781609195
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,194.0,2.0,59.0,269.0,138.0,4.0,1.0,414.0,93.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.909365559
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,22.0,533.0,5.0,2.0,64.0,298.0,2.0,20.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.061553986
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,172.0,3.0,57.0,243.0,173.0,4.0,1.0,378.0,108.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.578125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,448.0,1.0,2.0,9.0,569.0,7.0,5.0,65.0,263.0,2.0,32.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.114933542
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,158.0,2.0,18.0,18.0,313.0,14.0,1.0,196.0,233.0,4.0,122.0,20.0,1.0,10.0,3.0,51.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.086956522
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,207.0,3.0,79.0,275.0,179.0,7.0,1.0,440.0,66.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.89233279
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,472.0,1.0,2.0,29.0,622.0,7.0,7.0,116.0,276.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.822620016
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4064798/1/,134.0,2.0,16.0,20.0,258.0,13.0,1.0,224.0,286.0,3.0,162.0,10.0,2.0,4.0,2.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.719381688
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,135.0,2.0,22.0,33.0,212.0,16.0,1.0,225.0,270.0,3.0,136.0,9.0,2.0,8.0,2.0,41.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.181184669
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,164.0,16.0,1.0,207.0,94.0,10.0,6.0,26.0,95.0,2.0,111.0,34.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.839486356
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,160.0,2.0,17.0,41.0,264.0,10.0,1.0,206.0,191.0,4.0,132.0,10.0,1.0,7.0,3.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.73403555
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,188.0,15.0,1.0,300.0,143.0,8.0,1.0,12.0,58.0,4.0,115.0,34.0,0.0,0.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.05904059
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,179.0,13.0,3.0,270.0,126.0,1.0,1.0,5.0,92.0,3.0,90.0,30.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2665256478
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,141.0,14.0,1.0,211.0,138.0,6.0,7.0,12.0,46.0,3.0,29.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5541401274
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,169.0,19.0,1.0,270.0,169.0,4.0,7.0,52.0,70.0,1.0,63.0,35.0,0.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.838526912
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,118.0,16.0,1.0,194.0,104.0,4.0,4.0,31.0,76.0,3.0,75.0,29.0,1.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.245827011
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,138.0,11.0,1.0,197.0,91.0,2.0,6.0,29.0,68.0,4.0,68.0,21.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8410914928
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,158.0,17.0,1.0,243.0,129.0,2.0,2.0,51.0,64.0,6.0,95.0,35.0,0.0,0.0,2.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.910179641
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,373.0,1.0,2.0,0.0,384.0,4.0,3.0,253.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,126.125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,227.0,13.0,7.0,240.0,64.0,16.0,9.0,56.0,26.0,2.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2692847125
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/251061/1/,408.0,1.0,0.0,0.0,429.0,4.0,2.0,307.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.730569948
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,215.0,3.0,2.0,375.0,203.0,2.0,3.0,244.0,37.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.605889015
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,234.0,2.0,1.0,347.0,218.0,2.0,8.0,160.0,39.0,2.0,70.0,10.0,1.0,0.0,2.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.016759777
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,434.0,1.0,2.0,2.0,454.0,5.0,3.0,265.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,153.232104121
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,423.0,0.0,1.0,2.0,0.0,1.0,3.0,315.0,120.0,3.0,265.0,7.0,0.0,0.0,1.0,256.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.19663419
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,129.0,1.0,3.0,27.0,29.0,4.0,7.0,113.0,173.0,2.0,19.0,47.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5425531915
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,390.0,1.0,2.0,0.0,429.0,5.0,3.0,318.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.666666667
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,451.0,0.0,2.0,19.0,0.0,1.0,2.0,279.0,132.0,1.0,279.0,8.0,0.0,0.0,1.0,296.0,0.0,0.0,1.0,1.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.67029549
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,142.0,2.0,7.0,22.0,39.0,4.0,12.0,75.0,139.0,2.0,33.0,66.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4165366615
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,195.0,1.0,3.0,376.0,183.0,2.0,7.0,279.0,1.0,1.0,67.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.413164155
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,411.0,0.0,2.0,25.0,0.0,2.0,2.0,368.0,161.0,1.0,187.0,3.0,0.0,0.0,1.0,193.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.619047619
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,206.0,1.0,3.0,410.0,251.0,0.0,6.0,257.0,0.0,1.0,26.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.536885246
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,383.0,0.0,3.0,17.0,0.0,1.0,5.0,353.0,150.0,1.0,217.0,5.0,0.0,0.0,1.0,233.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.983606557
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,145.0,3.0,3.0,29.0,55.0,7.0,13.0,103.0,219.0,4.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2796208531
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,136.0,2.0,2.0,23.0,47.0,5.0,14.0,112.0,177.0,2.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,131.0,2.0,3.0,26.0,63.0,7.0,8.0,91.0,184.0,1.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9310344828
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,400.0,0.0,3.0,30.0,0.0,2.0,3.0,382.0,183.0,1.0,158.0,5.0,0.0,0.0,2.0,173.0,0.0,0.0,1.0,1.0,6.0,1.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.248803828
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,366.0,0.0,2.0,3.0,0.0,1.0,5.0,331.0,107.0,1.0,322.0,2.0,0.0,0.0,1.0,262.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.24024961
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,143.0,1.0,10.0,17.0,36.0,8.0,11.0,91.0,152.0,1.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9329173167
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,106.0,2.0,8.0,24.0,34.0,2.0,12.0,92.0,149.0,5.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9183673469
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,400.0,0.0,3.0,27.0,0.0,1.0,7.0,280.0,103.0,1.0,294.0,4.0,0.0,0.0,1.0,301.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.925170068
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,116.0,3.0,1.0,140.0,54.0,4.0,4.0,51.0,16.0,2.0,7.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.92
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,126.0,2.0,1.0,142.0,64.0,7.0,3.0,49.0,15.0,1.0,9.0,5.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7318982387
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,130.0,2.0,1.0,147.0,53.0,8.0,6.0,39.0,24.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0069686411
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,274.0,2.0,1.0,43.0,316.0,4.0,18.0,146.0,70.0,1.0,62.0,16.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,165.250596659
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,42.0,1.0,0.0,0.0,58.0,4.0,3.0,34.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.8108108108
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,215.0,3.0,3.0,39.0,137.0,0.0,0.0,0.0,0.0,2.0,219.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0914194066
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,269.0,1.0,2.0,31.0,281.0,4.0,19.0,69.0,79.0,3.0,102.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,140.346153846
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,166.0,4.0,2.0,33.0,160.0,0.0,0.0,0.0,0.0,2.0,234.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1251629726
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,266.0,1.0,1.0,61.0,305.0,6.0,13.0,46.0,84.0,1.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145.675917637
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,224.0,2.0,5.0,11.0,254.0,13.0,20.0,124.0,115.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,139.760479042
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,284.0,2.0,5.0,61.0,279.0,8.0,26.0,73.0,87.0,1.0,103.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,147.272727273
