@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/2553612/1/,http://eu.battle.net/sc2/en/profile/1139573/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://eu.battle.net/sc2/en/profile/2115876/1/,http://kr.battle.net/sc2/en/profile/1126978/2/,http://eu.battle.net/sc2/en/profile/1021189/1/,http://us.battle.net/sc2/en/profile/5142993/1/,http://eu.battle.net/sc2/en/profile/4149248/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://us.battle.net/sc2/en/profile/4176016/1/,http://us.battle.net/sc2/en/profile/5393959/1/,http://eu.battle.net/sc2/en/profile/315813/1/,http://us.battle.net/sc2/en/profile/5376901/1/,http://us.battle.net/sc2/en/profile/3085708/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2344252/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://us.battle.net/sc2/en/profile/4819996/1/,http://kr.battle.net/sc2/en/profile/2333312/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/326029/1/,http://us.battle.net/sc2/en/profile/3650249/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/2383348/1/,http://eu.battle.net/sc2/en/profile/2526293/1/,http://kr.battle.net/sc2/en/profile/2342491/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://us.battle.net/sc2/en/profile/4174681/1/,http://kr.battle.net/sc2/en/profile/2342294/1/,http://kr.battle.net/sc2/en/profile/2343979/1/,http://us.battle.net/sc2/en/profile/3949344/1/,http://eu.battle.net/sc2/en/profile/950504/1/,http://eu.battle.net/sc2/en/profile/2898004/1/,http://kr.battle.net/sc2/en/profile/2343531/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/239335/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2345126/1/,http://kr.battle.net/sc2/en/profile/2342785/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/2048063/1/,http://us.battle.net/sc2/en/profile/2575821/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://us.battle.net/sc2/en/profile/2735594/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://us.battle.net/sc2/en/profile/1317068/1/,http://kr.battle.net/sc2/en/profile/2342343/1/,http://eu.battle.net/sc2/en/profile/284466/1/,http://kr.battle.net/sc2/en/profile/2344602/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://us.battle.net/sc2/en/profile/2537456/1/,http://kr.battle.net/sc2/en/profile/4324250/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://eu.battle.net/sc2/en/profile/4341883/1/,http://eu.battle.net/sc2/en/profile/3090974/1/,http://us.battle.net/sc2/en/profile/4589387/1/,http://kr.battle.net/sc2/en/profile/2343910/1/,http://kr.battle.net/sc2/en/profile/2342983/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://us.battle.net/sc2/en/profile/3819890/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://us.battle.net/sc2/en/profile/3948354/1/,http://kr.battle.net/sc2/en/profile/2340350/1/,http://us.battle.net/sc2/en/profile/3502513/1/,http://us.battle.net/sc2/en/profile/1640778/1/,http://kr.battle.net/sc2/en/profile/4529934/1/,http://kr.battle.net/sc2/en/profile/2344728/1/,http://kr.battle.net/sc2/en/profile/2240191/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://us.battle.net/sc2/en/profile/3179642/1/,http://kr.battle.net/sc2/en/profile/2341765/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://us.battle.net/sc2/en/profile/2541852/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://kr.battle.net/sc2/en/profile/2344428/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://kr.battle.net/sc2/en/profile/2342923/1/,http://kr.battle.net/sc2/en/profile/1178662/2/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343733/1/,http://kr.battle.net/sc2/en/profile/2341575/1/,http://kr.battle.net/sc2/en/profile/3488858/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2341466/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://kr.battle.net/sc2/en/profile/2344407/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2343852/1/,http://us.battle.net/sc2/en/profile/558433/1/,http://us.battle.net/sc2/en/profile/4629528/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://us.battle.net/sc2/en/profile/2133676/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2344285/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,311.0,2.0,2.0,140.0,256.0,1.0,22.0,144.0,7.0,1.0,110.0,20.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5882352941
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2048063/1/,499.0,6.0,7.0,13.0,36.0,16.0,16.0,214.0,6.0,4.0,231.0,17.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,96.8367346939
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,288.0,4.0,10.0,547.0,22.0,10.0,1.0,599.0,229.0,2.0,52.0,63.0,0.0,0.0,3.0,63.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.2
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,737.0,1.0,5.0,24.0,3.0,3.0,7.0,575.0,75.0,5.0,696.0,21.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.89123548
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,285.0,2.0,5.0,241.0,281.0,0.0,9.0,144.0,0.0,2.0,160.0,34.0,2.0,6.0,1.0,45.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4841437632
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2048063/1/,452.0,3.0,3.0,7.0,24.0,24.0,20.0,193.0,35.0,3.0,191.0,14.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,84.2937062937
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,258.0,1.0,10.0,461.0,55.0,9.0,1.0,458.0,253.0,1.0,102.0,25.0,0.0,0.0,3.0,53.0,4.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.361413043
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2115876/1/,491.0,1.0,1.0,41.0,106.0,2.0,5.0,93.0,9.0,1.0,18.0,10.0,0.0,0.0,1.0,20.0,1.0,15.0,0.0,2.0,23.0,1.0,12.0,4.0,1.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,80.2481389578
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,706.0,2.0,4.0,23.0,4.0,1.0,8.0,496.0,0.0,3.0,606.0,29.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.477477477
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,282.0,4.0,1.0,113.0,287.0,0.0,9.0,117.0,0.0,3.0,141.0,44.0,1.0,7.0,1.0,90.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4467640919
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2115876/1/,422.0,1.0,1.0,38.0,100.0,1.0,2.0,64.0,15.0,1.0,17.0,11.0,0.0,0.0,1.0,22.0,1.0,8.0,0.0,1.0,24.0,1.0,9.0,5.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,74.6317512275
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,663.0,2.0,6.0,153.0,122.0,14.0,7.0,230.0,160.0,1.0,500.0,9.0,1.0,0.0,1.0,127.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.428571429
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344407/1/,653.0,1.0,1.0,161.0,228.0,2.0,3.0,226.0,87.0,1.0,804.0,5.0,2.0,3.0,1.0,407.0,2.0,64.0,0.0,1.0,0.0,0.0,191.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.963704631
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,277.0,1.0,7.0,139.0,4.0,4.0,2.0,154.0,119.0,1.0,408.0,11.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.809160305
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344407/1/,212.0,1.0,1.0,118.0,178.0,3.0,2.0,36.0,118.0,1.0,433.0,5.0,1.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.056994819
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2115876/1/,411.0,1.0,3.0,46.0,115.0,0.0,6.0,72.0,0.0,1.0,19.0,5.0,0.0,0.0,1.0,14.0,1.0,9.0,1.0,1.0,31.0,1.0,28.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,82.1599340478
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,767.0,1.0,1.0,15.0,20.0,1.0,30.0,257.0,69.0,4.0,297.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.047732697
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343240/1/,373.0,7.0,1.0,340.0,160.0,11.0,10.0,221.0,175.0,1.0,41.0,169.0,2.0,33.0,1.0,45.0,0.0,0.0,1.0,2.0,31.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.978596908
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,787.0,1.0,2.0,24.0,14.0,1.0,18.0,213.0,18.0,4.0,317.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.847682119
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343240/1/,289.0,3.0,1.0,312.0,198.0,26.0,17.0,97.0,270.0,1.0,67.0,130.0,2.0,41.0,2.0,39.0,0.0,0.0,0.0,2.0,18.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.741293532
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2115876/1/,401.0,1.0,2.0,41.0,105.0,0.0,6.0,29.0,0.0,1.0,15.0,9.0,0.0,0.0,2.0,18.0,2.0,17.0,1.0,1.0,21.0,1.0,17.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,81.6821345708
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/1143713/1/,394.0,3.0,2.0,741.0,340.0,3.0,5.0,52.0,154.0,1.0,119.0,7.0,0.0,0.0,1.0,40.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.828125
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,815.0,3.0,1.0,8.0,5.0,1.0,28.0,245.0,20.0,4.0,337.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8741193048
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343240/1/,426.0,7.0,1.0,330.0,119.0,18.0,11.0,208.0,140.0,2.0,98.0,217.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.669758813
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,653.0,0.0,1.0,8.0,0.0,1.0,38.0,255.0,15.0,3.0,300.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.263157895
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,512.0,1.0,9.0,175.0,70.0,8.0,8.0,318.0,174.0,1.0,466.0,10.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,164.006024096
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/1143713/1/,464.0,6.0,2.0,741.0,463.0,4.0,20.0,157.0,215.0,1.0,12.0,13.0,0.0,0.0,2.0,26.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.029411765
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,675.0,3.0,9.0,165.0,127.0,4.0,6.0,172.0,107.0,1.0,495.0,21.0,1.0,0.0,1.0,180.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.489252815
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,894.0,0.0,2.0,16.0,0.0,1.0,21.0,339.0,21.0,4.0,416.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.738461538
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/1143713/1/,331.0,3.0,2.0,720.0,416.0,6.0,4.0,154.0,215.0,1.0,51.0,9.0,0.0,0.0,1.0,49.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.897875257
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,541.0,3.0,9.0,176.0,97.0,9.0,5.0,181.0,154.0,1.0,413.0,12.0,1.0,0.0,3.0,135.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.989247312
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,773.0,1.0,4.0,24.0,0.0,1.0,16.0,251.0,13.0,5.0,304.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.942720764
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/1143713/1/,402.0,3.0,3.0,753.0,422.0,4.0,5.0,106.0,228.0,1.0,45.0,9.0,0.0,0.0,2.0,26.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.992481203
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344407/1/,586.0,5.0,1.0,92.0,283.0,2.0,2.0,86.0,203.0,1.0,645.0,11.0,3.0,5.0,1.0,378.0,2.0,84.0,0.0,1.0,0.0,0.0,102.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.971792539
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343240/1/,370.0,4.0,1.0,376.0,276.0,15.0,21.0,176.0,190.0,1.0,29.0,134.0,3.0,39.0,2.0,9.0,0.0,0.0,1.0,2.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.763636364
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344407/1/,347.0,2.0,2.0,101.0,137.0,5.0,8.0,90.0,122.0,1.0,485.0,4.0,1.0,0.0,2.0,119.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.471204188
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343240/1/,269.0,3.0,3.0,227.0,55.0,17.0,27.0,236.0,1.0,0.0,0.0,89.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,589.0,0.0,2.0,3.0,0.0,2.0,13.0,289.0,34.0,0.0,0.0,8.0,0.0,0.0,2.0,799.0,0.0,0.0,0.0,4.0,14.0,9.0,612.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209.739130435
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344407/1/,628.0,1.0,1.0,122.0,172.0,19.0,47.0,190.0,213.0,1.0,624.0,7.0,1.0,2.0,1.0,264.0,2.0,46.0,0.0,0.0,0.0,0.0,120.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.740068104
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343240/1/,308.0,3.0,1.0,320.0,237.0,14.0,38.0,377.0,351.0,0.0,0.0,93.0,2.0,22.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.316685585
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,535.0,0.0,2.0,4.0,0.0,6.0,12.0,190.0,29.0,0.0,0.0,12.0,0.0,0.0,3.0,664.0,0.0,0.0,1.0,4.0,11.0,10.0,521.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,179.429657795
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,607.0,1.0,6.0,156.0,71.0,12.0,22.0,169.0,70.0,1.0,368.0,9.0,0.0,0.0,1.0,122.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.689655172
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343240/1/,339.0,4.0,1.0,314.0,234.0,23.0,44.0,197.0,201.0,1.0,14.0,96.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.955801105
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,599.0,2.0,6.0,177.0,93.0,4.0,9.0,213.0,80.0,1.0,373.0,34.0,1.0,0.0,2.0,77.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.136363636
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343240/1/,449.0,7.0,1.0,337.0,150.0,14.0,16.0,204.0,171.0,1.0,42.0,170.0,2.0,35.0,1.0,19.0,0.0,0.0,3.0,2.0,45.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.967942089
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,328.0,2.0,2.0,19.0,8.0,1.0,38.0,200.0,281.0,2.0,73.0,5.0,2.0,10.0,1.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9756662804
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,518.0,1.0,2.0,17.0,645.0,9.0,26.0,254.0,227.0,3.0,82.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.271676301
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,622.0,0.0,3.0,4.0,0.0,2.0,10.0,215.0,40.0,0.0,0.0,13.0,0.0,0.0,3.0,742.0,0.0,0.0,0.0,4.0,20.0,7.0,557.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,256.0,1.0,0.0,0.0,1.0,1.0,17.0,109.0,255.0,2.0,33.0,3.0,1.0,18.0,1.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.608899297
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,388.0,1.0,1.0,33.0,459.0,7.0,13.0,64.0,192.0,2.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.406698565
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,268.0,0.0,2.0,1.0,0.0,6.0,5.0,209.0,107.0,0.0,0.0,15.0,0.0,0.0,2.0,454.0,1.0,3.0,0.0,3.0,4.0,8.0,338.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.066037736
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,338.0,1.0,2.0,11.0,5.0,1.0,36.0,202.0,294.0,2.0,42.0,2.0,2.0,24.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5047021944
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,589.0,1.0,1.0,11.0,637.0,8.0,27.0,217.0,247.0,2.0,58.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.219435737
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,252.0,5.0,38.0,362.0,289.0,24.0,1.0,409.0,290.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.711316397
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344207/1/,410.0,3.0,2.0,128.0,102.0,13.0,23.0,36.0,346.0,0.0,63.0,13.0,2.0,5.0,0.0,0.0,1.0,78.0,0.0,1.0,132.0,1.0,397.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,165.727482679
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,262.0,4.0,51.0,319.0,243.0,15.0,1.0,324.0,260.0,1.0,64.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.030358786
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344207/1/,453.0,2.0,3.0,154.0,114.0,12.0,23.0,82.0,319.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,1.0,46.0,2.0,2.0,145.0,1.0,391.0,15.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,193.388429752
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4341883/1/,224.0,12.0,14.0,412.0,415.0,1.0,3.0,846.0,53.0,3.0,56.0,5.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.628830874
